,caption,type,likesCount,commentsCount,videoViewCount,timestamp,postType
337,"Hello weekend! 😎 Only a few weeks left until we go racing again! —————————————————-
#STCC #gti #volkswagen #race",Image,74,1,,2022-03-15T03:35:25.990Z,TaggedPost
338,Fantastik bil! #golfgti #70årsjubileum #volkswagen #hugonerman #volkswagenmalmö  #volkswagensyd #volkswagenlund #volkswagenhelsingborg #volkswagendealerteambauhaus,Image,23,0,,2022-03-15T03:35:25.990Z,TaggedPost
339,"STCC rounds 5 & 6 at Falkenberg Motorbana: Robert Dahlgren scores his first win of the year in race 1 ahead of Johan Kristoffersson and Daniel Haglöf. In race 2 Mattias Andersson takes his first STCC win since 2016 with Fredrik Ekblom on P2 and Tobias Brink on P3
Top 3 Race 1:
1 Robert Dahlgren - PWR Racing - Seat Dealer Team Cupra TCR
2 Johan Kristoffersson - VW Dealer Team Bauhaus VW Golf GTI TCR
3 Daniel Haglöf - PWR Racing - Seat Dealer Team Cupra TCR

Top 3 Race 2:
1 Mattias Andersson - Honda Racing Sweden Honda Civic TCR
2 Fredrik Ekblom - WestCoast Racing VW Golf GTI TCR
3 Tobias Brink - Brink Motorsport Audi RS3 LMS
(pics from @stccofficial website)
#tcr #tcrseries #tcrseriesfans #stcc #scandinaviantouringcarchampionship #falkenbergmotorbana #robertdahlgren #pwrracingteam #seat #seatsport #cupra #cupratcr #mattiasandersson #hondaracingsweden #honda #hondacivictcr #motorsport #touringcar #touringcarracing #racing",Image,49,3,,2022-03-15T03:35:25.990Z,TaggedPost
340,Bra slut på racehelgen STCC #3 med en stark 5:e plats i racet och fortsatt ledning i J-SM.  Falkenberg är alltid en tuff bana att hantera för team och förare. Grymt bra insats av teamet som fick jobba hårt. #lahega #clemondo #prenad #climat80 #dsv #pogwoody #stcc #tcr #kristofferssonmotorsport #volkswagen #volkswagenmotorsport #volkswagendealerteambauhaus #viharbarabörjat,Image,51,1,,2022-03-15T03:35:25.990Z,TaggedPost
341,"Hope you all have a nice weekend! Throwback to last weekend's race 🏁 
@hugonerman - Always focused. 😎
————————————————————————
#tbt #stcc #volkswagen #gti #racing",Image,86,0,,2022-03-15T03:35:25.990Z,TaggedPost
342,Exciting racing is expected tomorrow @AnderstorpRaceway 🏁 ——————————————————————- #stcc #gti #volkswagen @hugonerman @kristofferssonjohan @nicklas.oscarsson,Image,121,0,,2022-03-15T03:35:25.990Z,TaggedPost
343,Exciting racing is expected tomorrow @AnderstorpRaceway 🏁 ——————————————————————- #stcc #gti #volkswagen @hugonerman @kristofferssonjohan @nicklas.oscarsson,Image,116,0,,2022-03-15T03:35:25.990Z,TaggedPost
344,"GO!
——————————————-
See you @Anderstorp 16-17 june! #STCC 🏁",Image,87,1,,2022-03-15T03:35:25.990Z,TaggedPost
345,"R E A D Y? —————————————
See you @Anderstorp 16-17 june! #STCC 🏁",Image,99,0,,2022-03-15T03:35:25.990Z,TaggedPost
346,"12 DAYS UNTIL NEXT RACE! 🔜 STCC 🏁 @hugonerman ————————————————————
#tbt #racing #gti #volkswagen #STCC",Image,77,2,,2022-03-15T03:35:25.990Z,TaggedPost
347,"Throwback STCC Weekend @hugonerman 🏁 
#stcc #racing #weekend #gti",Image,112,0,,2022-03-15T03:35:25.990Z,TaggedPost
348,"Throwback STCC Weekend 🏁
- Johan Kristoffersson and Hugo Nerman earned their places on the winners stand at the premier of the STCC season. 
#stcc #racing #weekend #gti",Image,75,0,,2022-03-15T03:35:27.673Z,TaggedPost
349,"I lördags levererade Johan Kristoffersson, #3 stabila resultat med en tredjeplats i det andra racet och Hugo Nerman, #69 fick kliva upp högst upp på pallen i junior-SM race 2 💥✔️ #STCC",Image,151,2,,2022-03-15T03:35:27.673Z,TaggedPost
350,Some STCC  #stcc #ringknutstorp,Image,35,0,,2022-03-15T03:35:27.673Z,TaggedPost
351,The premier at @ringknutstorp was amazing! Already looking forward to the next race. #race #racing #stcc #volkswagen,Image,112,1,,2022-03-15T03:35:27.673Z,TaggedPost
352,"Keep your eyes on the target!
_______________________________________
#STCC #GolfGTI #WINNER",Image,68,0,,2022-03-15T03:35:27.673Z,TaggedPost
353,"""I don't know better, I only know different"" Mentoring is great, reversed mentoring is better. So it's truly my privilege to be the  mentor/mentee of Hugo Nerman, a young racecar driver from my hometown Helsingborg. I learn so much from him. 
Today it's his premiere in #STCC, and after a great qualification yesterday I really look forward to the two races this afternoon. Another step for Hugo, towards becoming world champion in F1. I have no doubt that's where he'll end up. 
#anotherthingtoday #hugonerman #tcr",Image,34,0,,2022-03-15T03:35:27.673Z,TaggedPost
354,I morgon är det denna killens STCC-premiär! Blir grymt! #stcc #tcr #volkswagendealerteambauhaus #volkswagen #hugonerman #kristofferssonmotorsport #tackallapartnersförhjälpen,Image,58,9,,2022-03-15T03:35:27.673Z,TaggedPost
355,#racing #bauhaus #race #mode #on #stcc,Image,103,3,,2022-03-15T03:35:27.673Z,TaggedPost
356,#race #ready #weekend #volkswagen #motorsport,Image,70,0,,2022-03-15T03:35:27.673Z,TaggedPost
357,"I love this modern version of Senna's helmet! 📸 Submitted: @hugonerman 
#hugonerman #senna #helmet #gphumor",Image,1103,2,,2022-03-15T03:35:27.674Z,TaggedPost
358,"|| JTCC ||
JTCC har körts i olika former genom åren, exempelvis Volvo S60 Challenge och Renault Clio Cup. Detta är första gången som JTCC körs inom huvudklassen STCC där juniorerna kör med samma biltyp som övriga förare. – Genom att köra i huvudklassen med samma bilar som alla andra i STCC och dessutom världscupen WTCR får juniorerna den bästa tänkbara utbildningen inför framtiden för att såväl hitta en styrning hos toppteamen i STCC som att hitta internationella körningar, säger Hans Bååth styrelseordförande i STCC.

Tidigare JTCC-mästare inkluderar toppförare som Jens Edman, Daniel Haglöf, Linus Ohlsson och Jocke Mangs.
#JTCC #STCC #TCR #championship #racing #racedriver",Image,196,2,,2022-03-15T03:35:27.674Z,TaggedPost
359,"Happy Birthday, Hugo Nerman (24-04-1999).",Image,7,0,,2022-03-15T03:35:27.674Z,TaggedPost
360,|| RUNNER UP ?! || @kristofferssonjohan och @hugonerman best buddies? eller... Siktet inställt på seger och prispallen för bägge två på premiären 5 maj på @ringknutstorp #STCC #TCR #racing #carsofinstagram #racedriver #champion 📸: @vwdealerteam,Image,207,2,,2022-03-15T03:35:28.961Z,TaggedPost
